artist,song,duration_ms,year,popularity,danceability,energy,tempo,genre
Demi Lovato,Cool for the Summer,214746,2015,0,0.586,0.613,114.101,pop
Taylor Swift,Blank Space,231826,2014,82,0.76,0.703,95.997,pop
The Weeknd,The Hills,242253,2015,84,0.585,0.564,113.003,"pop, R&B"
The Neighbourhood,Daddy Issues,260173,2015,85,0.588,0.521,85.012,"rock, pop"
Deorro,Five More Hours,211975,2015,66,0.699,0.883,127.961,"pop, Dance/Electronic"
Avicii,The Nights,176658,2014,85,0.527,0.835,125.983,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,2014,69,0.407,0.725,196.093,"hip hop, pop, Dance/Electronic"
Adam Lambert,Ghost Town,208330,2015,46,0.703,0.736,119.955,pop
Rae Sremmurd,No Type,200080,2015,71,0.891,0.486,125.01,"hip hop, pop"
Taylor Swift,Bad Blood,200106,2015,70,0.654,0.655,170.16,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,49,0.657,0.827,145.889,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,76,0.636,0.815,123.063,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,212640,2015,76,0.738,0.868,122.003,"hip hop, pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,177560,2014,65,0.654,0.832,123.002,"pop, Dance/Electronic"
Trey Songz,Na Na,231906,2015,62,0.67,0.476,96.975,"hip hop, pop, R&B"
Fall Out Boy,Centuries,228360,2015,80,0.393,0.858,176.042,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,76,0.886,0.427,108.034,hip hop
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,33,0.776,0.574,121.03,"pop, Dance/Electronic"
Twenty One Pilots,Stressed Out,202333,2015,83,0.734,0.637,169.977,rock
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,73,0.884,0.765,99.987,pop
KALEO,Way down We Go,219560,2015,63,0.59,0.578,81.663,"rock, classical"
Sam Smith,Like I Can,167065,2014,79,0.656,0.627,99.933,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,49,0.746,0.877,107.985,"hip hop, pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,48,0.8,0.677,125.004,"pop, Dance/Electronic"
Avicii,Waiting For Love,230613,2015,79,0.579,0.736,127.999,"pop, Dance/Electronic"
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,72,0.778,0.566,117.971,"hip hop, pop, Dance/Electronic"
Taylor Swift,Wildest Dreams,220440,2014,78,0.553,0.664,140.06,pop
The Weeknd,In The Night,235653,2015,0,0.48,0.682,167.939,"pop, R&B"
Pitbull,Time of Our Lives,229360,2014,80,0.721,0.802,124.022,"hip hop, pop, latin"
Galantis,Runaway (U & I),227073,2015,74,0.506,0.805,126.008,"pop, Dance/Electronic"
Rihanna,Bitch Better Have My Money,219305,2015,73,0.781,0.728,102.99,"hip hop, pop, R&B"
Zara Larsson,Lush Life,202213,2015,0,0.658,0.741,98.024,"pop, Dance/Electronic"
One Direction,Drag Me Down,192120,2015,79,0.73,0.703,138.113,pop
Travis Scott,Antidote,262693,2015,73,0.713,0.526,131.05,"hip hop, Dance/Electronic"
Years & Years,King,215360,2015,0,0.559,0.848,119.977,"pop, Dance/Electronic"
Demi Lovato,Confident,205745,2015,64,0.594,0.749,130.064,pop
Lemaitre,Closer,270589,2017,59,0.583,0.785,91.977,pop
Selena Gomez,Same Old Love,229080,2015,69,0.672,0.593,98.02,pop
Pia Mia,Do It Again,207746,2015,72,0.712,0.564,95.95,"pop, R&B"
Flo Rida,My House,192190,2015,76,0.688,0.702,94.006,"hip hop, pop"
Silentó,Watch Me (Whip / Nae Nae),185131,2015,0,0.819,0.768,139.982,hip hop
Chris Brown,Ayo,225226,2015,71,0.823,0.563,98.031,"hip hop, pop, R&B"
The Strumbellas,Spirits,203653,2016,71,0.556,0.658,80.529,"rock, Folk/Acoustic, pop"
Fetty Wap,Trap Queen,222093,2015,68,0.746,0.873,148.075,"hip hop, pop"
Tove Lo,Talking Body,238426,2014,66,0.736,0.761,119.999,"pop, Dance/Electronic"
Beyoncé,07-Nov,213506,2014,69,0.747,0.705,136.024,"pop, R&B"
Lana Del Rey,High By The Beach,257573,2015,67,0.536,0.486,131.988,pop
Zara Larsson,Never Forget You,213427,2017,73,0.583,0.732,145.992,"pop, Dance/Electronic"
Jeremih,oui,238320,2015,77,0.418,0.724,78.521,"hip hop, pop, R&B"
Drake,Hotline Bling,267066,2016,77,0.891,0.628,134.966,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,217906,2015,64,0.757,0.884,120.012,pop
Birdy,Let It All Go,280757,2015,68,0.383,0.43,107.005,pop
Fetty Wap,679 (feat. Remy Boyz),196693,2015,74,0.618,0.717,190.05,"hip hop, pop"
Ariana Grande,Love Me Harder,236133,2014,74,0.472,0.714,98.992,pop
The Weeknd,Can't Feel My Face,213520,2015,79,0.705,0.769,107.949,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,55,0.336,0.664,186.394,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,90.052,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),227480,2015,77,0.509,0.671,118.413,pop
Kygo,Stole the Show,223186,2016,74,0.64,0.635,100.034,"pop, Dance/Electronic"
Tame Impala,The Less I Know The Better,216320,2015,83,0.64,0.74,116.879,metal
Selena Gomez,Good For You,221560,2015,0,0.6,0.676,88.928,pop
Fetty Wap,My Way (feat. Monty),213053,2015,55,0.748,0.741,128.077,"hip hop, pop"
Hozier,Take Me To Church,241688,2014,81,0.566,0.664,128.945,"Folk/Acoustic, pop"
Taylor Swift,Style,231000,2014,77,0.588,0.791,94.933,pop
Alessia Cara,Here,199453,2015,0,0.379,0.799,120.892,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,66,0.261,0.302,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,47,0.599,0.869,108.061,"hip hop, pop, Dance/Electronic"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,68,0.589,0.658,77.521,"hip hop, pop"
Big Sean,I Don't Fuck With You,284386,2015,75,0.824,0.733,97.972,"hip hop, pop"
Kygo,Firestone,271640,2016,76,0.704,0.634,113.927,"pop, Dance/Electronic"
Drake,Jumpman,205879,2015,0,0.853,0.558,142.079,"hip hop, pop, R&B"
Petit Biscuit,Sunset Lover,237792,2015,71,0.783,0.467,90.838,Dance/Electronic
Shawn Mendes,Stitches,206880,2015,78,0.746,0.754,149.882,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,2015,67,0.854,0.766,118.004,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,227373,2014,64,0.616,0.789,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,74,0.432,0.781,139.432,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,213445,2015,0,0.699,0.688,154.943,"pop, rock, Dance/Electronic"
Bryson Tiller,Don't,198293,2015,78,0.765,0.356,96.991,"hip hop, pop, R&B"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,2015,1,0.676,0.615,163.993,"hip hop, pop"
Joel Adams,Please Don't Go,210580,2015,71,0.513,0.768,84.264,R&B
Zedd,I Want You To Know,238800,2015,0,0.561,0.877,130.003,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,67,0.644,0.57,113.945,"pop, Dance/Electronic"
BØRNS,Electric Love,218173,2015,0,0.373,0.858,120.063,"rock, pop"
Sigala,Easy Love,229813,2018,66,0.68,0.942,123.976,"pop, Dance/Electronic"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,99.945,pop
Ariana Grande,One Last Time,197266,2014,79,0.628,0.593,125.026,pop
Little Mix,Black Magic,211773,2015,1,0.777,0.896,111.987,pop
One Direction,Perfect,230333,2015,77,0.647,0.823,99.933,pop
Years & Years,Shine,255506,2015,55,0.667,0.716,108.002,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,182666,2015,70,0.775,0.825,139.091,pop
Nicky Jam,El Perdón - Forgiveness,206666,2017,51,0.736,0.719,90.013,latin
The Weeknd,Starboy,230453,2016,0,0.681,0.594,186.054,"pop, R&B"
Drake,One Dance,173986,2016,84,0.792,0.625,103.967,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,233720,2015,0,0.609,0.378,100.418,pop
The Chainsmokers,Closer,244960,2016,83,0.748,0.524,95.01,"pop, Dance/Electronic"
Adele,Hello,295502,2015,1,0.471,0.431,157.98,"pop, R&B"
Desiigner,Panda,246761,2016,70,0.576,0.766,144.833,"hip hop, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,72,0.841,0.639,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,67,0.592,0.8,89.972,pop
OneRepublic,Wherever I Go,169773,2016,70,0.552,0.689,99.961,pop
Rihanna,Work,219320,2016,75,0.725,0.534,91.974,"hip hop, pop, R&B"
Coldplay,Hymn for the Weekend,258266,2015,82,0.491,0.693,90.027,"rock, pop"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,99.945,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,76,0.666,0.83,113.03,pop
WILLOW,Wait a Minute!,196520,2015,86,0.764,0.705,101.003,"pop, R&B, Dance/Electronic"
Desiigner,Tiimmy Turner,239853,2016,67,0.603,0.725,122.803,"hip hop, pop"
G-Eazy,"Me, Myself & I",251466,2015,77,0.756,0.674,111.995,"hip hop, pop"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,68,0.367,0.915,110.169,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,208728,2016,0,0.672,0.589,120.036,"rock, pop, Dance/Electronic"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,2016,75,0.502,0.786,169.021,"hip hop, pop"
Twenty One Pilots,Heathens,195920,2016,80,0.732,0.396,90.024,rock
Future,Low Life (feat. The Weeknd),313546,2016,74,0.722,0.331,143.961,"hip hop, pop"
Galantis,No Money,189126,2016,67,0.671,0.916,126.01,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,208373,2016,79,0.532,0.869,159.803,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,62,0.916,0.804,120.028,"hip hop, pop, Dance/Electronic"
Alok,Hear Me Now,192846,2016,51,0.788,0.43,121.996,"pop, Dance/Electronic"
Jon Bellion,All Time Low,217603,2016,70,0.617,0.567,90.246,"hip hop, pop"
Cheat Codes,Sex,228361,2016,0,0.51,0.692,102.42,"pop, Dance/Electronic"
Meghan Trainor,NO,213506,2017,69,0.557,0.803,92.134,pop
Dua Lipa,Hotter Than Hell,187957,2017,65,0.532,0.868,110.127,pop
Martin Garrix,In the Name of Love,195706,2016,76,0.501,0.519,133.99,"pop, Dance/Electronic"
Alan Walker,Faded,212106,2018,78,0.468,0.627,179.642,Dance/Electronic
Tove Lo,Cool Girl,197815,2016,0,0.674,0.71,101.983,"pop, Dance/Electronic"
DJ Snake,Let Me Love You,205946,2016,81,0.649,0.716,99.988,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,79,0.631,0.927,123.962,"hip hop, pop, Dance/Electronic"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,2016,77,0.664,0.714,101.969,"hip hop, pop, Dance/Electronic"
Kevin Gates,2 Phones,240000,2016,69,0.895,0.681,121.918,"hip hop, pop"
Rihanna,Needed Me,191600,2016,80,0.671,0.314,110.898,"hip hop, pop, R&B"
Ariana Grande,Side To Side,226160,2016,0,0.648,0.738,159.145,pop
Marshmello,Alone,273802,2016,71,0.631,0.953,141.99,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,223853,2015,73,0.687,0.761,113.939,pop
Selena Gomez,Same Old Love,229080,2015,69,0.672,0.593,98.02,pop
Calvin Harris,My Way,219159,2016,74,0.818,0.913,119.986,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,193253,2016,64,0.636,0.836,139.956,"pop, rock"
Twenty One Pilots,Ride,214506,2015,80,0.645,0.713,74.989,rock
Flo Rida,My House,192190,2015,76,0.688,0.702,94.006,"hip hop, pop"
Ariana Grande,Dangerous Woman,235946,2016,0,0.677,0.604,134.052,pop
Anne-Marie,Alarm,205593,2016,57,0.756,0.589,146.928,"pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,79,0.728,0.563,100.017,pop
AlunaGeorge,I'm In Control,209425,2016,0,0.734,0.847,104.013,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,68,0.716,0.908,91.03,"pop, latin"
MNEK,Never Forget You,213427,2015,45,0.583,0.732,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,70,0.632,0.575,90.037,"pop, Dance/Electronic"
Drake,Hotline Bling,267066,2016,0,0.903,0.62,134.96,"hip hop, pop, R&B"
Ariana Grande,Into You,244453,2016,3,0.623,0.734,107.853,pop
Shawn Mendes,Treat You Better,187973,2017,82,0.444,0.819,82.695,pop
Tory Lanez,Say It,237786,2016,73,0.546,0.529,107.331,"hip hop, pop, R&B"
Coldplay,Adventure of a Lifetime,263786,2015,76,0.638,0.924,111.995,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,0,0.79,0.705,121.969,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,69,0.332,0.635,186.249,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,90.052,"hip hop, rock, pop"
DNCE,Cake By The Ocean,219146,2016,79,0.774,0.753,119.002,pop
99 Souls,The Girl Is Mine,216613,2016,55,0.683,0.943,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),255889,2016,51,0.369,0.618,191.863,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,225882,2015,55,0.6,0.412,113.049,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,222813,2016,0,0.678,0.633,99.886,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,75,0.803,0.585,105.017,pop
Drake,Pop Style,212946,2016,63,0.713,0.462,133.053,"hip hop, pop, R&B"
ZAYN,PILLOWTALK,203686,2016,59,0.588,0.702,124.909,"pop, Dance/Electronic"
Alessia Cara,Here,199453,2016,66,0.376,0.822,120.493,"pop, R&B"
DJ Snake,Middle,220573,2016,0,0.611,0.7,104.981,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,202149,2015,46,0.683,0.91,124.977,"pop, Dance/Electronic"
Drake,Jumpman,205879,2015,72,0.852,0.553,142.079,"hip hop, pop, R&B"
Charlie Puth,Dangerously,199133,2016,62,0.696,0.517,112.291,pop
Nick Jonas,Close,234213,2016,69,0.654,0.623,123.996,pop
Jonas Blue,Perfect Strangers,196613,2016,0,0.742,0.819,117.986,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,2016,0,0.608,0.798,92.943,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,226738,2015,73,0.713,0.802,100.001,"pop, Dance/Electronic"
Tory Lanez,LUV,228640,2016,0,0.688,0.541,95.109,"hip hop, pop, R&B"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,2016,68,0.632,0.702,162.958,pop
Bryson Tiller,Don't,198293,2015,78,0.765,0.356,96.991,"hip hop, pop, R&B"
Steve Aoki,Just Hold On,198774,2016,63,0.647,0.932,114.991,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,60,0.605,0.77,130.037,"pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,1,0.459,0.587,113.901,"pop, Dance/Electronic"
Flume,Never Be Like You,233337,2016,0,0.443,0.558,116.838,Dance/Electronic
Bastille,Good Grief,206493,2016,65,0.73,0.758,120.041,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),210226,2016,68,0.668,0.725,191.944,pop
PARTYNEXTDOOR,Not Nice,202661,2016,62,0.598,0.496,128.06,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,2016,77,0.492,0.275,92.6,"hip hop, pop"
Hilltop Hoods,1955,239280,2016,63,0.766,0.5,84.044,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2016,62,0.689,0.791,95.04,pop
Daya,"Sit Still, Look Pretty",202221,2016,1,0.657,0.739,181.994,"rock, pop, Dance/Electronic"
Kent Jones,Don't Mind,198236,2016,63,0.464,0.771,158.777,hip hop
Flume,Say It,262521,2016,53,0.581,0.531,75.255,Dance/Electronic
Bryson Tiller,Exchange,194613,2015,76,0.525,0.433,160.108,"hip hop, pop, R&B"
MØ,Final Song,235826,2016,66,0.695,0.672,104.988,"pop, Dance/Electronic"
Beyoncé,Sorry,232560,2016,67,0.775,0.598,129.988,"pop, R&B"
Little Mix,Shout Out to My Ex,246240,2017,1,0.773,0.747,126.014,pop
The Lumineers,Ophelia,160097,2016,0,0.664,0.576,76.026,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,184516,2016,79,0.544,0.552,159.738,"hip hop, pop, R&B"
Drake,Too Good,263373,2016,74,0.794,0.653,117.996,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,233712,2017,84,0.825,0.652,95.977,pop
Sean Paul,No Lie,221176,2018,84,0.742,0.882,102.04,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,2017,0,0.66,0.786,177.833,"pop, latin"
Sam Smith,Too Good At Goodbyes,201000,2017,79,0.681,0.372,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,2016,75,0.72,0.763,101.965,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),216896,2017,1,0.768,0.517,104.992,pop
Imagine Dragons,Thunder,187146,2017,1,0.6,0.81,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,2018,68,0.783,0.61,100.047,pop
The Chainsmokers,Something Just Like This,247160,2017,83,0.617,0.635,103.019,"pop, Dance/Electronic"
Ed Sheeran,Perfect,263400,2017,85,0.599,0.448,95.05,pop
MGMT,Little Dark Age,299960,2018,81,0.705,0.712,97.512,rock
Travis Scott,goosebumps,243836,2016,83,0.841,0.728,130.049,"hip hop, Dance/Electronic"
Billie Eilish,Bored,180933,2017,84,0.614,0.318,119.959,"pop, Dance/Electronic"
Future,Mask Off,204600,2017,79,0.833,0.434,150.062,"hip hop, pop"
G-Eazy,Him & I,268866,2017,0,0.589,0.731,87.908,"hip hop, pop"
Maroon 5,Cold (feat. Future),234308,2017,0,0.697,0.716,99.905,pop
Rae Sremmurd,Swang,208120,2016,75,0.681,0.314,139.992,"hip hop, pop"
Lil Peep,Save That Shit,231546,2017,77,0.534,0.583,105.997,hip hop
A$AP Ferg,Plain Jane,173600,2017,74,0.797,0.844,170.142,"hip hop, pop"
French Montana,Unforgettable,233901,2017,82,0.726,0.769,97.985,"hip hop, pop"
21 Savage,Bank Account,220306,2017,74,0.884,0.347,75.016,hip hop
Axwell /\ Ingrosso,More Than You Know,203000,2017,0,0.645,0.741,123.07,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2017,77,0.259,0.437,180.042,"pop, Dance/Electronic"
J Balvin,Mi Gente,189029,2017,53,0.548,0.701,104.237,latin
Jax Jones,You Don't Know Me - Radio Edit,213946,2016,1,0.876,0.669,124.007,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,291893,2016,75,0.794,0.632,145.926,"hip hop, pop"
Zara Larsson,Ain't My Fault,224030,2017,67,0.576,0.782,141.153,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,190677,2017,0,0.763,0.598,140.987,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,238586,2017,69,0.804,0.886,144.946,"hip hop, pop"
Lil Uzi Vert,XO Tour Llif3,182706,2017,81,0.732,0.75,155.096,hip hop
Imagine Dragons,Whatever It Takes,201240,2017,80,0.672,0.655,134.945,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,76,0.886,0.427,108.034,hip hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2017,75,0.696,0.817,98.064,"hip hop, pop"
G-Eazy,No Limit,245386,2017,0,0.838,0.771,175.957,"hip hop, pop"
Playboi Carti,Magnolia,181812,2017,77,0.791,0.582,162.991,hip hop
Chord Overstreet,Hold On,198853,2017,80,0.618,0.443,119.949,"pop, Folk/Acoustic"
Jax Jones,Breathe,207629,2017,58,0.722,0.744,125.985,"hip hop, pop, Dance/Electronic"
Imagine Dragons,Believer,204346,2017,1,0.779,0.787,124.982,rock
Natti Natasha,Criminal,232549,2017,74,0.814,0.813,79.997,"pop, latin"
Kendrick Lamar,HUMBLE.,177000,2017,0,0.906,0.625,150.018,hip hop
Selena Gomez,Fetish (feat. Gucci Mane),186112,2017,69,0.708,0.618,123.013,pop
Charlie Puth,Attention,211475,2017,0,0.774,0.626,100.041,pop
Big Shaq,Man's Not Hot,186026,2017,62,0.905,0.884,135.048,"pop, Dance/Electronic"
Anne-Marie,Ciao Adios,200104,2017,57,0.698,0.882,106.083,"pop, Dance/Electronic"
Rag'n'Bone Man,Human,200186,2017,76,0.602,0.707,75.087,R&B
blackbear,do re mi,212027,2017,4,0.745,0.593,111.002,"hip hop, pop, Dance/Electronic"
Lil Pump,Gucci Gang,124055,2017,64,0.936,0.523,119.889,hip hop
Taylor Swift,Look What You Made Me Do,211853,2017,76,0.766,0.709,128.07,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,2017,70,0.688,0.822,91.011,"pop, latin"
Kodak Black,Tunnel Vision,268186,2017,51,0.497,0.489,171.853,hip hop
Kendrick Lamar,DNA.,185946,2017,0,0.636,0.517,139.928,hip hop
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,2017,0,0.839,0.81,129.014,hip hop
XXXTENTACION,Jocelyn Flores,119133,2017,83,0.872,0.391,134.021,hip hop
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,2017,72,0.926,0.666,127.079,"hip hop, pop"
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,2017,67,0.91,0.444,149.953,"hip hop, pop"
Martin Garrix,Scared to Be Lonely,220883,2017,77,0.584,0.54,137.972,"pop, Dance/Electronic"
Jonas Blue,Mama,181614,2017,51,0.739,0.792,104.016,"pop, Dance/Electronic"
Martin Jensen,Solo Dance,174933,2016,0,0.744,0.836,114.965,"pop, Dance/Electronic"
Taylor Swift,...Ready For It?,208186,2017,73,0.613,0.764,160.015,pop
David Guetta,2U (feat. Justin Bieber),194896,2017,67,0.548,0.65,144.937,"hip hop, pop, Dance/Electronic"
Migos,Slippery (feat. Gucci Mane),304041,2017,68,0.92,0.675,141.967,"hip hop, pop"
Shawn Mendes,There's Nothing Holdin' Me Back,199440,2017,0,0.857,0.8,121.996,pop
G-Eazy,Good Life (with G-Eazy & Kehlani),225520,2017,63,0.572,0.778,168.073,"hip hop, pop"
The Vamps,All Night,197640,2017,73,0.538,0.804,144.992,pop
Dua Lipa,New Rules,212000,2017,61,0.763,0.72,116.01,pop
Cardi B,Bodak Yellow,223962,2017,59,0.929,0.723,125.022,"hip hop, pop"
Rag'n'Bone Man,Skin,239626,2017,67,0.564,0.745,170.661,R&B
Zara Larsson,I Would Like,226720,2017,57,0.486,0.713,121.028,"pop, Dance/Electronic"
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,2017,72,0.671,0.672,97.979,"hip hop, pop"
Post Malone,Congratulations,220293,2016,81,0.63,0.804,123.146,hip hop
Avicii,Without You (feat. Sandro Cavazza),181672,2017,77,0.662,0.858,133.993,"pop, Dance/Electronic"
Clean Bandit,Symphony (feat. Zara Larsson),214866,2017,0,0.718,0.609,122.95,"pop, Dance/Electronic"
Katy Perry,Chained To The Rhythm,237733,2017,69,0.562,0.8,95.029,pop
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,2016,57,0.807,0.887,160.517,set()
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,2017,79,0.893,0.745,101.018,"hip hop, pop, Dance/Electronic"
Migos,T-Shirt,242407,2017,64,0.865,0.687,139.023,"hip hop, pop"
OneRepublic,Rich Love (with Seeb),201256,2017,64,0.401,0.872,104.592,pop
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,2017,61,0.703,0.868,121.03,"rock, pop"
Macklemore,Glorious (feat. Skylar Grey),220454,2017,74,0.731,0.794,139.994,"hip hop, pop"
Hayden James,NUMB,217296,2019,47,0.617,0.558,147.932,"pop, Dance/Electronic"
Liam Payne,Strip That Down,204502,2017,1,0.869,0.485,106.028,pop
Drake,Passionfruit,298940,2017,0,0.809,0.463,111.98,"hip hop, pop, R&B"
Justin Bieber,Friends (with BloodPop®),189466,2017,0,0.744,0.739,104.99,pop
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,2016,0,0.735,0.451,117.973,"pop, Dance/Electronic"
Alessia Cara,Scars To Your Beautiful,230226,2016,76,0.319,0.739,194.169,"pop, R&B"
2 Chainz,It's A Vibe,210200,2017,71,0.822,0.502,73.003,"hip hop, pop"
Starley,Call on Me - Ryan Riback Remix,222040,2016,48,0.67,0.838,105,"pop, Dance/Electronic"
AJR,Weak,201160,2017,0,0.673,0.637,123.98,rock
Lana Del Rey,Lust for Life (with The Weeknd),264011,2017,0,0.499,0.676,99.979,pop
CNCO,Reggaetón Lento (Remix),188786,2017,0,0.623,0.909,93.984,"pop, latin"
The Vamps,Middle Of The Night,174600,2017,61,0.588,0.749,130.093,pop
The Weeknd,I Feel It Coming,269186,2016,78,0.773,0.819,92.987,"pop, R&B"
The Chainsmokers,Paris,221506,2017,73,0.653,0.658,99.99,"pop, Dance/Electronic"
Big Sean,Bounce Back,222360,2017,71,0.78,0.575,81.502,"hip hop, pop"
Shawn Mendes,Mercy,208733,2017,0,0.561,0.674,148.127,pop
Avicii,Lonely Together (feat. Rita Ora),181812,2017,53,0.655,0.666,102.977,"pop, Dance/Electronic"
Cheat Codes,No Promises (feat. Demi Lovato),223503,2017,68,0.741,0.667,112.956,"pop, Dance/Electronic"
Bruno Mars,24K Magic,225983,2016,78,0.818,0.803,106.97,pop
Lorde,Homemade Dynamite - REMIX,214254,2017,8,0.781,0.548,106.996,"pop, Dance/Electronic"
Kygo,It Ain't Me (with Selena Gomez),220780,2017,75,0.64,0.533,99.968,"pop, Dance/Electronic"
Drake,God's Plan,198973,2018,81,0.754,0.449,77.169,"hip hop, pop, R&B"
Post Malone,rockstar (feat. 21 Savage),218146,2018,83,0.585,0.52,159.801,hip hop
Offset,Ric Flair Drip (with Metro Boomin),172800,2017,80,0.88,0.428,100.007,"hip hop, pop"
G-Eazy,Him & I (with Halsey),268866,2017,75,0.589,0.731,87.908,"hip hop, pop"
